254488434,0,
254488435,0,钟楼
254488436,0,钟鼓楼广场
254488437,0,鼓楼
254488438,0,
254488439,58,
254488440,0,
254488441,0,
254489533,609,北大街
254489534,56,北大街
254607358,258,
254607359,185,
254607360,282,
254607361,33,北关正街
254607367,29,北大街
254607530,0,
254607531,220,
254607532,81,
254607533,0,
254607534,115,
254607535,157,
254607536,124,
254607537,0,
254607538,0,
254607539,0,
254607540,0,
254607541,0,
254607606,0,
256711554,0,
256711556,104,
256711557,0,
256711563,0,
256711564,63,
256711567,34,
256711569,199,
256711571,32,
256711574,0,西安碑林
256711576,173,府学巷
256711577,91,
256711579,0,
256711580,0,麦当劳
256711582,0,
256711585,71,
256711587,37,
256711588,17,
256711590,15,
257224672,40,西大街
257224673,1750,西大街
257224674,619,四府街
257224675,287,顺城南路
257224676,0,
257224678,110,
257224928,0,
257224929,0,
257390934,0,开元商城（钟楼店）
257390935,0,
257390936,0,
257390937,0,
257390938,0,
257390939,0,
257390940,0,
257390941,0,钟楼书店
257390942,0,富豪大厦
257390943,0,印花布园小区
257390945,84,
257390946,0,
257390947,0,
257390948,50,
257390949,0,
257390950,0,
257390951,0,
257391752,0,
257391754,0,
257392465,0,
258081752,0,民生大厦
258081753,628,尚俭路
258081754,168,东新街
258081755,660,顺城南路
258081756,0,
258081757,0,
258081758,220,
258081759,33,
258081760,11,
258081761,61,
258081762,18,
258081763,99,
258081764,14,
258081765,341,
258081766,53,
258081767,436,南新街
258081769,396,端履门
258081771,113,尚勤路
258083580,441,护城河
258084380,0,
258084381,0,
258084386,719,
258084387,353,
258084389,0,
258085039,191,钟楼地下通道
258087042,0,
258087044,0,
258087046,0,
258087048,22,
258087050,0,
258087055,0,
258087058,0,
258087060,0,
258087062,0,
258087064,0,
258087066,0,
258087069,0,
258087071,0,
258087073,0,
258087793,0,
258087794,0,百盛
258087795,0,豪邦时尚购物广场
258087796,0,长安大学附属中学
258087797,107,
258087798,40,
258087800,0,雁塔区美术馆
258087801,41,
258248017,574,四浩庄
258248018,285,六谷庄
258248019,188,黎明一巷
258248020,168,文化巷
258248021,270,尚俭路
258248022,370,
258248024,1220,
